locality_a,locality_b,transit_time_mins
us--ny-nassau-county-north-shore,us--ny-new-york-city-southeastern-queens,35.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-southeastern-queens,24.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-southeastern-queens,72.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-southeastern-queens,56.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-staten-island-south-shore,92.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-uptown-manhattan,38.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-southeastern-queens,52.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-southeastern-queens,54.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-southeastern-queens,24.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-southeastern-queens,24.0
us--nj-bayonne,us--ny-new-york-city-southeastern-queens,70.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-southeastern-queens,54.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-upper-east-side,38.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-the-rockaways,30.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-southeastern-queens,22.0
us--ny-new-york-city-southeastern-queens,us--ny-north-fork-long-island,117.0
us--ny-new-york-city-southeastern-queens,us--ny-new-york-city-southwest-bronx,42.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-southeastern-queens,46.0
us--ny-nassau-county-hub,us--ny-new-york-city-staten-island-north-shore,84.0
us--ny-nassau-county-hub,us--ny-west-central-suffolk-county,26.0
us--ny-nassau-county-hub,us--ny-new-york-city-staten-island-mid-island,94.0
us--ny-nassau-county-hub,us--ny-the-hamptons,99.0
us--ny-nassau-county-hub,us--ny-new-york-city-eastern-brooklyn,42.0
us--ny-nassau-county-hub,us--ny-new-york-city-northeast-bronx,38.0
us--ny-nassau-county-hub,us--ny-new-york-city-southeast-bronx,26.0
us--ny-nassau-county-hub,us--ny-new-york-city-midtown-manhattan,56.0
us--ny-nassau-county-hub,us--ny-nassau-county-north-shore,20.0
us--ny-nassau-county-hub,us--ny-new-york-city-northeastern-queens,22.0
us--ny-east-central-suffolk-county,us--ny-nassau-county-hub,44.0
us--nj-jersey-city-hoboken,us--ny-nassau-county-hub,66.0
us--ny-nassau-county-hub,us--ny-new-york-city-staten-island-south-shore,100.0
us--ny-nassau-county-hub,us--ny-new-york-city-uptown-manhattan,44.0
us--ny-nassau-county-hub,us--ny-new-york-city-northwest-bronx,40.0
us--ny-nassau-county-hub,us--ny-new-york-city-northwestern-brooklyn,58.0
us--ny-nassau-county-hub,us--ny-nassau-county-south-shore,12.0
us--ny-nassau-county-hub,us--ny-new-york-city-northwestern-queens,40.0
us--nj-bayonne,us--ny-nassau-county-hub,80.0
us--ny-nassau-county-hub,us--ny-new-york-city-central-brooklyn,60.0
us--ny-nassau-county-hub,us--ny-new-york-city-upper-east-side,44.0
us--ny-nassau-county-hub,us--ny-new-york-city-the-rockaways,52.0
us--ny-nassau-county-hub,us--ny-new-york-city-central-queens,26.0
us--ny-nassau-county-hub,us--ny-north-fork-long-island,89.0
us--ny-nassau-county-hub,us--ny-new-york-city-southwest-bronx,38.0
us--ny-nassau-county-hub,us--ny-new-york-city-downtown-manhattan,56.0
us--ny-new-york-city-staten-island-north-shore,us--ny-west-central-suffolk-county,110.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-staten-island-north-shore,12.0
us--ny-new-york-city-staten-island-north-shore,us--ny-the-hamptons,183.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-staten-island-north-shore,50.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-staten-island-north-shore,80.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-staten-island-north-shore,68.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-staten-island-north-shore,42.0
us--ny-nassau-county-north-shore,us--ny-new-york-city-staten-island-north-shore,88.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-staten-island-north-shore,68.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-staten-island-north-shore,128.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-staten-island-north-shore,30.0
us--ny-new-york-city-staten-island-north-shore,us--ny-new-york-city-staten-island-south-shore,20.0
us--ny-new-york-city-staten-island-north-shore,us--ny-new-york-city-uptown-manhattan,63.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-staten-island-north-shore,80.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-staten-island-north-shore,34.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-staten-island-north-shore,92.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-staten-island-north-shore,50.0
us--nj-bayonne,us--ny-new-york-city-staten-island-north-shore,16.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-staten-island-north-shore,32.0
us--ny-new-york-city-staten-island-north-shore,us--ny-new-york-city-upper-east-side,54.0
us--ny-new-york-city-staten-island-north-shore,us--ny-new-york-city-the-rockaways,58.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-staten-island-north-shore,58.0
us--ny-new-york-city-staten-island-north-shore,us--ny-north-fork-long-island,173.0
us--ny-new-york-city-southwest-bronx,us--ny-new-york-city-staten-island-north-shore,68.0
us--ny-new-york-city-downtown-manhattan,us--ny-new-york-city-staten-island-north-shore,28.0
us--ny-new-york-city-staten-island-mid-island,us--ny-west-central-suffolk-county,120.0
us--ny-the-hamptons,us--ny-west-central-suffolk-county,73.0
us--ny-new-york-city-eastern-brooklyn,us--ny-west-central-suffolk-county,68.0
us--ny-new-york-city-northeast-bronx,us--ny-west-central-suffolk-county,64.0
us--ny-new-york-city-southeast-bronx,us--ny-west-central-suffolk-county,52.0
us--ny-new-york-city-midtown-manhattan,us--ny-west-central-suffolk-county,82.0
us--ny-nassau-county-north-shore,us--ny-west-central-suffolk-county,35.0
us--ny-new-york-city-northeastern-queens,us--ny-west-central-suffolk-county,48.0
us--ny-east-central-suffolk-county,us--ny-west-central-suffolk-county,18.0
us--nj-jersey-city-hoboken,us--ny-west-central-suffolk-county,92.0
us--ny-new-york-city-staten-island-south-shore,us--ny-west-central-suffolk-county,126.0
us--ny-new-york-city-uptown-manhattan,us--ny-west-central-suffolk-county,70.0
us--ny-new-york-city-northwest-bronx,us--ny-west-central-suffolk-county,66.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-west-central-suffolk-county,84.0
us--ny-nassau-county-south-shore,us--ny-west-central-suffolk-county,35.0
us--ny-new-york-city-northwestern-queens,us--ny-west-central-suffolk-county,66.0
us--nj-bayonne,us--ny-west-central-suffolk-county,106.0
us--ny-new-york-city-central-brooklyn,us--ny-west-central-suffolk-county,86.0
us--ny-new-york-city-upper-east-side,us--ny-west-central-suffolk-county,70.0
us--ny-new-york-city-the-rockaways,us--ny-west-central-suffolk-county,75.0
us--ny-new-york-city-central-queens,us--ny-west-central-suffolk-county,52.0
us--ny-north-fork-long-island,us--ny-west-central-suffolk-county,63.0
us--ny-new-york-city-southwest-bronx,us--ny-west-central-suffolk-county,64.0
us--ny-new-york-city-downtown-manhattan,us--ny-west-central-suffolk-county,82.0
us--ny-new-york-city-staten-island-mid-island,us--ny-the-hamptons,193.0
us--ny-new-york-city-eastern-brooklyn,us--ny-new-york-city-staten-island-mid-island,52.0
us--ny-new-york-city-northeast-bronx,us--ny-new-york-city-staten-island-mid-island,92.0
us--ny-new-york-city-southeast-bronx,us--ny-new-york-city-staten-island-mid-island,80.0
us--ny-new-york-city-midtown-manhattan,us--ny-new-york-city-staten-island-mid-island,54.0
us--ny-nassau-county-north-shore,us--ny-new-york-city-staten-island-mid-island,98.0
us--ny-new-york-city-northeastern-queens,us--ny-new-york-city-staten-island-mid-island,80.0
us--ny-east-central-suffolk-county,us--ny-new-york-city-staten-island-mid-island,138.0
us--nj-jersey-city-hoboken,us--ny-new-york-city-staten-island-mid-island,42.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-staten-island-south-shore,16.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-uptown-manhattan,75.0
us--ny-new-york-city-northwest-bronx,us--ny-new-york-city-staten-island-mid-island,92.0
us--ny-new-york-city-northwestern-brooklyn,us--ny-new-york-city-staten-island-mid-island,36.0
us--ny-nassau-county-south-shore,us--ny-new-york-city-staten-island-mid-island,94.0
us--ny-new-york-city-northwestern-queens,us--ny-new-york-city-staten-island-mid-island,62.0
us--nj-bayonne,us--ny-new-york-city-staten-island-mid-island,28.0
us--ny-new-york-city-central-brooklyn,us--ny-new-york-city-staten-island-mid-island,34.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-upper-east-side,66.0
us--ny-new-york-city-staten-island-mid-island,us--ny-new-york-city-the-rockaways,60.0
us--ny-new-york-city-central-queens,us--ny-new-york-city-staten-island-mid-island,68.0
us--ny-new-york-city-staten-island-mid-island,us--ny-north-fork-long-island,183.0
